Entry	Protein names	Gene names	Gene names  (primary )	Cross-reference (GeneID)	Cross-reference (Ensembl)	Length	Mass	Status
Q68CQ7	Glycosyltransferase 8 domain-containing protein 1 (EC 2.4.1.-)	GLT8D1 GALA4A AD-017 MSTP137 UNQ572/PRO1134	GLT8D1	55830;	ENST00000266014;ENST00000394783;ENST00000478968;ENST00000491606;	371	41,935	reviewed
P01215	Glycoprotein hormones alpha chain (Anterior pituitary glycoprotein hormones common subunit alpha) (Choriogonadotropin alpha chain) (Chorionic gonadotrophin subunit alpha) (CG-alpha) (Follicle-stimulating hormone alpha chain) (FSH-alpha) (Follitropin alpha chain) (Luteinizing hormone alpha chain) (LSH-alpha) (Lutropin alpha chain) (Thyroid-stimulating hormone alpha chain) (TSH-alpha) (Thyrotropin alpha chain)	CGA	CGA	1081;	ENST00000627148;	116	13,075	reviewed
P34059	N-acetylgalactosamine-6-sulfatase (EC 3.1.6.4) (Chondroitinsulfatase) (Chondroitinase) (Galactose-6-sulfate sulfatase) (GalN6S) (N-acetylgalactosamine-6-sulfate sulfatase) (GalNAc6S sulfatase)	GALNS	GALNS	2588;	ENST00000268695;	522	58,026	reviewed
P47211	Galanin receptor type 1 (GAL1-R) (GALR-1)	GALR1 GALNR GALNR1	GALR1	2587;	ENST00000299727;	349	38,953	reviewed
Q8NCL4	Polypeptide N-acetylgalactosaminyltransferase 6 (EC 2.4.1.41) (Polypeptide GalNAc transferase 6) (GalNAc-T6) (pp-GaNTase 6) (Protein-UDP acetylgalactosaminyltransferase 6) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 6)	GALNT6	GALNT6	11226;	ENST00000356317;ENST00000543196;	622	71,159	reviewed
O60318	Germinal-center associated nuclear protein (GANP) (80 kDa MCM3-associated protein) (MCM3 acetylating protein) (MCM3AP) (EC 2.3.1.-) (MCM3 acetyltransferase)	MCM3AP GANP KIAA0572 MAP80	MCM3AP	8888;	ENST00000291688;ENST00000397708;	1980	218,405	reviewed
Q14393	Growth arrest-specific protein 6 (GAS-6) (AXL receptor tyrosine kinase ligand)	GAS6 AXLLG	GAS6	2621;	ENST00000327773;	721	79,677	reviewed
Q9H0R6	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial (Glu-AdT subunit A) (EC 6.3.5.7) (Glutaminyl-tRNA synthase-like protein 1)	QRSL1	QRSL1	55278;	ENST00000369046;	528	57,460	reviewed
Q8WTX7	GATS-like protein 3 (Cellular arginine sensor for mTORC1 protein 1) (CASTOR1)	GATSL3 CASTOR1	GATSL3	652968;	ENST00000407689;	329	36,275	reviewed
Q9HAV0	Guanine nucleotide-binding protein subunit beta-4 (Transducin beta chain 4)	GNB4	GNB4	59345;	ENST00000232564;ENST00000468623;	340	37,567	reviewed
P50151	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10	GNG10 GNGT10	GNG10	2790;	ENST00000374293;	68	7,205	reviewed
P50150	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-4	GNG4 GNGT4	GNG4	2786;	ENST00000366597;ENST00000366598;ENST00000391854;ENST00000450593;ENST00000484517;	75	8,389	reviewed
P32456	Guanylate-binding protein 2 (EC 3.6.5.-) (GTP-binding protein 2) (GBP-2) (HuGBP-2) (Guanine nucleotide-binding protein 2) (Interferon-induced guanylate-binding protein 2)	GBP2	GBP2	2634;	ENST00000370466;ENST00000464839;	591	67,209	reviewed
Q96PP9	Guanylate-binding protein 4 (EC 3.6.5.-) (GTP-binding protein 4) (GBP-4) (Guanine nucleotide-binding protein 4)	GBP4	GBP4	115361;	ENST00000355754;	640	73,165	reviewed
P14867	Gamma-aminobutyric acid receptor subunit alpha-1 (GABA(A) receptor subunit alpha-1)	GABRA1	GABRA1	2554;	ENST00000023897;ENST00000393943;ENST00000428797;ENST00000437025;	456	51,802	reviewed
P18505	Gamma-aminobutyric acid receptor subunit beta-1 (GABA(A) receptor subunit beta-1)	GABRB1	GABRB1	2560;	ENST00000295454;ENST00000510909;	474	54,235	reviewed
Q99928	Gamma-aminobutyric acid receptor subunit gamma-3 (GABA(A) receptor subunit gamma-3)	GABRG3	GABRG3	2567;	ENST00000555083;ENST00000615808;	467	54,289	reviewed
P24046	Gamma-aminobutyric acid receptor subunit rho-1 (GABA(A) receptor subunit rho-1) (GABA(C) receptor)	GABRR1	GABRR1	2569;	ENST00000369451;ENST00000435811;ENST00000454853;ENST00000611484;ENST00000621627;	479	55,883	reviewed
Q02153	Guanylate cyclase soluble subunit beta-1 (GCS-beta-1) (EC 4.6.1.2) (Guanylate cyclase soluble subunit beta-3) (GCS-beta-3) (Soluble guanylate cyclase small subunit)	GUCY1B3 GUC1B3 GUCSB3 GUCY1B1	GUCY1B3	2983;	ENST00000264424;ENST00000503520;ENST00000505764;	619	70,514	reviewed
Q8TB36	Ganglioside-induced differentiation-associated protein 1 (GDAP1)	GDAP1	GDAP1	54332;	ENST00000220822;ENST00000434412;	358	41,346	reviewed
P27539	Embryonic growth/differentiation factor 1 (GDF-1)	GDF1	GDF1	2657;	ENST00000247005;	372	39,475	reviewed
P43026	Growth/differentiation factor 5 (GDF-5) (Bone morphogenetic protein 14) (BMP-14) (Cartilage-derived morphogenetic protein 1) (CDMP-1) (Lipopolysaccharide-associated protein 4) (LAP-4) (LPS-associated protein 4) (Radotermin)	GDF5 BMP14 CDMP1	GDF5	8200;	ENST00000374369;ENST00000374372;	501	55,411	reviewed
P39905	Glial cell line-derived neurotrophic factor (hGDNF) (Astrocyte-derived trophic factor) (ATF)	GDNF	GDNF	2668;	ENST00000326524;ENST00000344622;ENST00000381826;ENST00000427982;ENST00000515058;ENST00000620847;	211	23,720	reviewed
A6NCL1	Geminin coiled-coil domain-containing protein 1	GMNC GEMC1	GMNC	647309;	ENST00000442080;	334	37,887	reviewed
P14136	Glial fibrillary acidic protein (GFAP)	GFAP	GFAP	2670;	ENST00000253408;ENST00000435360;ENST00000586793;	432	49,880	reviewed
Q5VTD9	Zinc finger protein Gfi-1b (Growth factor independent protein 1B) (Potential regulator of CDKN1A translocated in CML)	GFI1B	GFI1B	8328;	ENST00000339463;ENST00000372122;ENST00000372123;	330	37,492	reviewed
Q99684	Zinc finger protein Gfi-1 (Growth factor independent protein 1) (Zinc finger protein 163)	GFI1 ZNF163	GFI1	2672;	ENST00000294702;ENST00000370332;ENST00000427103;	422	45,297	reviewed
Q3B7J2	Glucose-fructose oxidoreductase domain-containing protein 2 (EC 1.-.-.-)	GFOD2 UNQ9430/PRO34691	GFOD2	81577;	ENST00000268797;ENST00000602279;ENST00000602496;	385	42,255	reviewed
P30047	GTP cyclohydrolase 1 feedback regulatory protein (GFRP) (GTP cyclohydrolase I feedback regulatory protein) (p35)	GCHFR GFRP	GCHFR	2644;	ENST00000260447;ENST00000559445;	84	9,698	reviewed
I3L273	Golgi-associated olfactory signaling regulator (Protein Goofy)	GFY	GFY	100507003;	ENST00000576655;ENST00000610896;	518	56,104	reviewed
P0CL82	G antigen 12I (GAGE-12I)	GAGE12I	GAGE12I	100008586;2579;26748;645073;		117	12,978	reviewed
B5MD39	Putative gamma-glutamyltransferase light chain 3	GGTLC3	GGTLC3		ENST00000619998;	225	24,102	reviewed
Q8N2G8	GH3 domain-containing protein	GHDC D11LGP1E LGP1	GHDC	84514;	ENST00000301671;ENST00000414034;ENST00000428494;ENST00000587427;	530	57,523	reviewed
Q02643	Growth hormone-releasing hormone receptor (GHRH receptor) (Growth hormone-releasing factor receptor) (GRF receptor) (GRFR)	GHRHR	GHRHR	2692;	ENST00000326139;	423	47,402	reviewed
Q6P9H5	GTPase IMAP family member 6 (Immunity-associated nucleotide 2 protein) (IAN-2) (hIAN2) (Immunity-associated nucleotide 6 protein) (IAN-6) (hIAN6)	GIMAP6 IAN2 IAN6	GIMAP6	474344;	ENST00000328902;ENST00000493969;	292	32,949	reviewed
Q86XP6	Gastrokine-2 (Blottin) (Down-regulated in gastric cancer) (Trefoil factor interactions(z) 1)	GKN2 BLOT GDDR TFIZ1 UNQ465/PRO813	GKN2	200504;	ENST00000328895;	184	20,487	reviewed
Q9H1C3	Glycosyltransferase 8 domain-containing protein 2 (EC 2.4.1.-)	GLT8D2 GALA4A UNQ1901/PRO4347	GLT8D2	83468;	ENST00000360814;ENST00000546436;ENST00000548660;	349	40,026	reviewed
O94923	D-glucuronyl C5-epimerase (EC 5.1.3.17) (Heparan sulfate C5-epimerase) (Hsepi) (Heparin/heparan sulfate:glucuronic acid C5-epimerase) (Heparosan-N-sulfate-glucuronate 5-epimerase)	GLCE KIAA0836	GLCE	26035;	ENST00000261858;	617	70,101	reviewed
Q8IVS8	Glycerate kinase (EC 2.7.1.31) (HBeAg-binding protein 4)	GLYCTK HBEBP4 LP5910	GLYCTK	132158;	ENST00000305690;ENST00000436784;ENST00000473032;ENST00000477382;	523	55,253	reviewed
Q53GS7	Nucleoporin GLE1 (hGLE1) (GLE1-like protein)	GLE1 GLE1L	GLE1	2733;	ENST00000309971;ENST00000372770;	698	79,836	reviewed
Q9BZE0	Zinc finger protein GLIS2 (GLI-similar 2) (Neuronal Krueppel-like protein)	GLIS2 NKL	GLIS2	84662;	ENST00000262366;ENST00000433375;ENST00000612491;ENST00000633051;	524	55,689	reviewed
O75879	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial (Glu-AdT subunit B) (EC 6.3.5.-) (Cytochrome c oxidase assembly factor PET112 homolog)	GATB PET112 PET112L HSPC199	GATB	5188;	ENST00000263985;	557	61,864	reviewed
P63215	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-3	GNG3 GNGT3	GNG3	2785;	ENST00000294117;	75	8,305	reviewed
P78334	Gamma-aminobutyric acid receptor subunit epsilon (GABA(A) receptor subunit epsilon)	GABRE	GABRE	2564;	ENST00000370328;	506	57,972	reviewed
O00591	Gamma-aminobutyric acid receptor subunit pi (GABA(A) receptor subunit pi)	GABRP	GABRP	2568;	ENST00000265294;ENST00000518525;	440	50,640	reviewed
Q92616	eIF-2-alpha kinase activator GCN1 (GCN1 eIF-2-alpha kinase activator homolog) (GCN1-like protein 1) (General control of amino-acid synthesis 1-like protein 1) (Translational activator GCN1) (HsGCN1)	GCN1 GCN1L1 KIAA0219	GCN1	10985;	ENST00000300648;	2671	292,758	reviewed
O95395	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 3 (EC 2.4.1.102) (EC 2.4.1.150) (C2GnT-mucin type) (C2GnT-M) (hC2GnT-M) (Core 2/core 4 beta-1,6-N-acetylglucosaminyltransferase) (C2/4GnT)	GCNT3	GCNT3	9245;	ENST00000396065;ENST00000560585;	438	50,864	reviewed
Q9P109	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4 (EC 2.4.1.102) (Core 2-branching enzyme 3) (Core2-GlcNAc-transferase 3) (C2GnT3)	GCNT4	GCNT4	51301;	ENST00000322348;	453	53,052	reviewed
Q9UGJ1	Gamma-tubulin complex component 4 (GCP-4) (hGCP4) (Gamma-ring complex protein 76 kDa) (h76p) (hGrip76)	TUBGCP4 76P GCP4	TUBGCP4	27229;	ENST00000260383;ENST00000564079;	667	76,089	reviewed
Q5U4N7	Protein GDF5OS, mitochondrial (Growth/differentiation factor 5 opposite strand transcript protein)	GDF5OS	GDF5OS		ENST00000374375;	250	28,211	reviewed
O14793	Growth/differentiation factor 8 (GDF-8) (Myostatin)	MSTN GDF8	MSTN	2660;	ENST00000260950;	375	42,750	reviewed
O60383	Growth/differentiation factor 9 (GDF-9)	GDF9	GDF9	2661;	ENST00000378673;	454	51,444	reviewed
P31150	Rab GDP dissociation inhibitor alpha (Rab GDI alpha) (Guanosine diphosphate dissociation inhibitor 1) (GDI-1) (Oligophrenin-2) (Protein XAP-4)	GDI1 GDIL OPHN2 RABGDIA XAP4	GDI1	2664;	ENST00000447750;	447	50,583	reviewed
Q7L5L3	Glycerophosphodiester phosphodiesterase domain-containing protein 3 (EC 3.1.-.-)	GDPD3	GDPD3	79153;	ENST00000406256;	318	36,596	reviewed
A8MZA4	Golgin subfamily A member 6-like protein 6	GOLGA6L6	GOLGA6L6	727832;	ENST00000619213;	724	90,952	reviewed
Q9UJY4	ADP-ribosylation factor-binding protein GGA2 (Gamma-adaptin-related protein 2) (Golgi-localized, gamma ear-containing, ARF-binding protein 2) (VHS domain and ear domain of gamma-adaptin) (Vear)	GGA2 KIAA1080	GGA2	23062;	ENST00000309859;	613	67,150	reviewed
Q92820	Gamma-glutamyl hydrolase (EC 3.4.19.9) (Conjugase) (GH) (Gamma-Glu-X carboxypeptidase)	GGH	GGH	8836;	ENST00000260118;	318	35,964	reviewed
O95749	Geranylgeranyl pyrophosphate synthase (GGPP synthase) (GGPPSase) (EC 2.5.1.-) ((2E,6E)-farnesyl diphosphate synthase) (Dimethylallyltranstransferase) (EC 2.5.1.1) (Farnesyl diphosphate synthase) (Farnesyltranstransferase) (EC 2.5.1.29) (Geranylgeranyl diphosphate synthase) (Geranyltranstransferase) (EC 2.5.1.10)	GGPS1	GGPS1	9453;	ENST00000282841;ENST00000358966;ENST00000391855;ENST00000488594;	300	34,871	reviewed
Q9H1K4	Mitochondrial glutamate carrier 2 (GC-2) (Glutamate/H(+) symporter 2) (Solute carrier family 25 member 18)	SLC25A18 GC2	SLC25A18	83733;	ENST00000327451;ENST00000399813;	315	33,849	reviewed
Q8IVV7	Glucose-induced degradation protein 4 homolog (Vacuolar import and degradation protein 24 homolog)	GID4 C17orf39 VID24	GID4	79018;	ENST00000268719;	300	33,514	reviewed
Q9NU53	Glycoprotein integral membrane protein 1	GINM1 C6orf72 UNQ710/PRO1361	GINM1	116254;	ENST00000367419;	330	36,840	reviewed
O14908	PDZ domain-containing protein GIPC1 (GAIP C-terminus-interacting protein) (RGS-GAIP-interacting protein) (RGS19-interacting protein 1) (Synectin) (Tax interaction protein 2) (TIP-2)	GIPC1 C19orf3 GIPC RGS19IP1	GIPC1	10755;	ENST00000345425;ENST00000393028;ENST00000393033;ENST00000586027;ENST00000591349;	333	36,049	reviewed
P48546	Gastric inhibitory polypeptide receptor (GIP-R) (Glucose-dependent insulinotropic polypeptide receptor)	GIPR	GIPR	2696;	ENST00000263281;ENST00000304207;ENST00000590918;	466	53,157	reviewed
Q04446	1,4-alpha-glucan-branching enzyme (EC 2.4.1.18) (Brancher enzyme) (Glycogen-branching enzyme)	GBE1	GBE1	2632;	ENST00000429644;	702	80,474	reviewed
P10075	Zinc finger protein GLI4 (Krueppel-related zinc finger protein 4) (Protein HKR4)	GLI4 HKR4	GLI4	2738;	ENST00000340042;ENST00000523522;	376	41,145	reviewed
P48060	Glioma pathogenesis-related protein 1 (GliPR 1) (Protein RTVP-1)	GLIPR1 GLIPR RTVP1	GLIPR1	11010;	ENST00000266659;	266	30,366	reviewed
Q8NBF1	Zinc finger protein GLIS1 (GLI-similar 1)	GLIS1	GLIS1	148979;	ENST00000312233;	620	65,976	reviewed
P15104	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate decarboxylase) (EC 4.1.1.15) (Glutamate--ammonia ligase)	GLUL GLNS	GLUL	2752;	ENST00000311223;ENST00000331872;ENST00000339526;ENST00000417584;	373	42,064	reviewed
Q9H0R8	Gamma-aminobutyric acid receptor-associated protein-like 1 (Early estrogen-regulated protein) (GABA(A) receptor-associated protein-like 1) (Glandular epithelial cell protein 1) (GEC-1)	GABARAPL1 GEC1	GABARAPL1	23710;	ENST00000266458;ENST00000421801;ENST00000543602;ENST00000545887;	117	14,044	reviewed
Q14549	Homeobox protein GBX-1 (Gastrulation and brain-specific homeobox protein 1)	GBX1	GBX1	2636;	ENST00000297537;	363	37,629	reviewed
P52951	Homeobox protein GBX-2 (Gastrulation and brain-specific homeobox protein 2)	GBX2	GBX2	2637;	ENST00000306318;	348	37,348	reviewed
Q8IWJ2	GRIP and coiled-coil domain-containing protein 2 (185 kDa Golgi coiled-coil protein) (GCC185) (CLL-associated antigen KW-11) (CTCL tumor antigen se1-1) (Ran-binding protein 2-like 4) (RanBP2L4) (Renal carcinoma antigen NY-REN-53)	GCC2 KIAA0336 RANBP2L4	GCC2	9648;	ENST00000309863;ENST00000482325;	1684	195,910	reviewed
Q6ZNI0	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 7 (EC 2.4.1.-)	GCNT7 C20orf105	GCNT7	140687;	ENST00000243913;	430	49,319	reviewed
Q96CW5	Gamma-tubulin complex component 3 (GCP-3) (hGCP3) (Gamma-ring complex protein 104 kDa) (h104p) (hGrip104) (Spindle pole body protein Spc98 homolog) (hSpc98)	TUBGCP3 GCP3	TUBGCP3	10426;	ENST00000261965;ENST00000375669;	907	103,571	reviewed
P23434	Glycine cleavage system H protein, mitochondrial (Lipoic acid-containing protein)	GCSH	GCSH	2653;	ENST00000315467;	173	18,885	reviewed
Q9NXN4	Ganglioside-induced differentiation-associated protein 2	GDAP2	GDAP2	54834;	ENST00000369442;ENST00000369443;	497	56,225	reviewed
Q99819	Rho GDP-dissociation inhibitor 3 (Rho GDI 3) (Rho-GDI gamma)	ARHGDIG	ARHGDIG	398;	ENST00000219409;	225	25,098	reviewed
P06396	Gelsolin (AGEL) (Actin-depolymerizing factor) (ADF) (Brevin)	GSN	GSN	2934;	ENST00000341272;ENST00000373808;ENST00000373818;ENST00000373823;ENST00000412819;ENST00000436847;ENST00000545652;	782	85,698	reviewed
Q9NXC2	Glucose-fructose oxidoreductase domain-containing protein 1 (EC 1.-.-.-)	GFOD1 C6orf114	GFOD1	54438;	ENST00000379284;ENST00000379287;ENST00000612338;	390	43,158	reviewed
O94808	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase 2) (Glutamine:fructose-6-phosphate amidotransferase 2) (GFAT 2) (GFAT2) (Hexosephosphate aminotransferase 2)	GFPT2	GFPT2	9945;	ENST00000253778;	682	76,931	reviewed
O00451	GDNF family receptor alpha-2 (GDNF receptor alpha-2) (GDNFR-alpha-2) (GFR-alpha-2) (GDNF receptor beta) (GDNFR-beta) (Neurturin receptor alpha) (NRTNR-alpha) (NTNR-alpha) (RET ligand 2) (TGF-beta-related neurotrophic factor receptor 2)	GFRA2 GDNFRB RETL2 TRNR2	GFRA2	2675;	ENST00000517328;ENST00000517892;ENST00000518077;ENST00000524240;	464	51,544	reviewed
Q9GZZ7	GDNF family receptor alpha-4 (GDNF receptor alpha-4) (GDNFR-alpha-4) (GFR-alpha-4) (Persephin receptor)	GFRA4	GFRA4	64096;	ENST00000290417;ENST00000319242;ENST00000477160;	299	31,670	reviewed
A6NER3	G antigen 12J (GAGE-12J)	GAGE12J	GAGE12J		ENST00000442437;	117	12,896	reviewed
A6NI86	Golgin subfamily A member 6-like protein 10	GOLGA6L10 GOLGA6L18	GOLGA6L10	647042;	ENST00000610657;	522	60,902	reviewed
Q86UU5	Gametogenetin	GGN	GGN	199720;	ENST00000334928;ENST00000585737;	652	66,699	reviewed
Q6P531	Gamma-glutamyltransferase 6 (GGT 6) (EC 2.3.2.2) (Gamma-glutamyltranspeptidase 6) (Glutathione hydrolase 6) (EC 3.4.19.13) [Cleaved into: Gamma-glutamyltransferase 6 heavy chain; Gamma-glutamyltransferase 6 light chain]	GGT6	GGT6	124975;	ENST00000301395;ENST00000574154;	493	50,509	reviewed
Q9H3K2	Growth hormone-inducible transmembrane protein (Dermal papilla-derived protein 2) (Mitochondrial morphology and cristae structure 1) (MICS1) (Transmembrane BAX inhibitor motif-containing protein 5)	GHITM DERP2 MICS1 TMBIM5 My021 UNQ244/PRO281	GHITM	27069;	ENST00000372134;	345	37,205	reviewed
Q8WWP7	GTPase IMAP family member 1 (Immunity-associated protein 1) (hIMAP1)	GIMAP1 IMAP1	GIMAP1	170575;	ENST00000307194;	306	34,369	reviewed
Q9NUV9	GTPase IMAP family member 4 (Immunity-associated nucleotide 1 protein) (IAN-1) (hIAN1) (Immunity-associated protein 4)	GIMAP4 IAN1 IMAP4 MSTP062	GIMAP4	55303;	ENST00000255945;	329	37,534	reviewed
Q8TF64	PDZ domain-containing protein GIPC3	GIPC3 C19orf64	GIPC3	126326;	ENST00000322315;	312	33,982	reviewed
Q6EEV4	DNA-directed RNA polymerase II subunit GRINL1A, isoforms 4/5 (DNA-directed RNA polymerase II subunit M, isoforms 4/5)	POLR2M GRINL1A	POLR2M	81488;		148	15,131	reviewed
Q8IW92	Beta-galactosidase-1-like protein 2 (EC 3.2.1.-)	GLB1L2 MSTP014 UNQ210/PRO236	GLB1L2	89944;	ENST00000339772;ENST00000535456;	636	72,079	reviewed
Q8WWB7	Glycosylated lysosomal membrane protein (Lysosomal protein NCU-G1)	GLMP C1orf85 PSEC0030 UNQ2553/PRO6182	GLMP	112770;	ENST00000362007;ENST00000614643;	406	43,864	reviewed
P04921	Glycophorin-C (Glycoconnectin) (Glycophorin-D) (GPD) (Glycoprotein beta) (PAS-2') (Sialoglycoprotein D) (CD antigen CD236)	GYPC GLPC GPC	GYPC	2995;	ENST00000259254;ENST00000356887;ENST00000409836;	128	13,811	reviewed
Q14410	Glycerol kinase 2 (GK 2) (Glycerokinase 2) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase 2) (Glycerol kinase, testis specific 2)	GK2 GKP2 GKTA	GK2	2712;	ENST00000358842;	553	60,594	reviewed
Q6ZS86	Putative glycerol kinase 5 (GK 5) (Glycerokinase 5) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase 5)	GK5	GK5	256356;	ENST00000392993;ENST00000480757;ENST00000492097;	529	59,156	reviewed
O94925	Glutaminase kidney isoform, mitochondrial (GLS) (EC 3.5.1.2) (K-glutaminase) (L-glutamine amidohydrolase)	GLS GLS1 KIAA0838	GLS	2744;	ENST00000320717;ENST00000338435;	669	73,461	reviewed
Q86SR1	Polypeptide N-acetylgalactosaminyltransferase 10 (EC 2.4.1.41) (Polypeptide GalNAc transferase 10) (GalNAc-T10) (pp-GaNTase 10) (Protein-UDP acetylgalactosaminyltransferase 10) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 10)	GALNT10	GALNT10	55568;	ENST00000297107;ENST00000377661;ENST00000425427;	603	68,992	reviewed
Q969I3	Glycine N-acyltransferase-like protein 1 (EC 2.3.1.68) (Acyl-CoA:glycine N-acyltransferase-like protein 1) (Glutamine N-acyltransferase)	GLYATL1 GNAT	GLYATL1	92292;	ENST00000300079;ENST00000317391;ENST00000612196;	302	35,101	reviewed
Q96IJ6	Mannose-1-phosphate guanyltransferase alpha (GDP-mannose pyrophosphorylase A) (GMPP-alpha) (GTP-mannose-1-phosphate guanylyltransferase alpha)	GMPPA	GMPPA	29926;	ENST00000313597;ENST00000341142;ENST00000358215;ENST00000373908;ENST00000373917;	420	46,291	reviewed
P23378	Glycine dehydrogenase (decarboxylating), mitochondrial (EC 1.4.4.2) (Glycine cleavage system P protein) (Glycine decarboxylase) (Glycine dehydrogenase (aminomethyl-transferring))	GLDC GCSP	GLDC	2731;	ENST00000321612;	1020	112,730	reviewed
O75343	Guanylate cyclase soluble subunit beta-2 (GCS-beta-2) (EC 4.6.1.2)	GUCY1B2	GUCY1B2			617	70,368	reviewed
Q8TEQ6	Gem-associated protein 5 (Gemin5)	GEMIN5	GEMIN5	25929;	ENST00000285873;	1508	168,589	reviewed
Q9NWZ8	Gem-associated protein 8 (Gemin-8) (Protein FAM51A1)	GEMIN8 FAM51A1	GEMIN8	54960;	ENST00000380523;ENST00000398355;	242	28,637	reviewed
Q6UXV0	GDNF family receptor alpha-like	GFRAL C6orf144 UNQ9356/PRO34128	GFRAL	389400;	ENST00000340465;	394	44,518	reviewed
P0CL80	G antigen 12F (GAGE-12F)	GAGE12F	GAGE12F	100008586;2579;26748;645073;	ENST00000440137;	117	12,978	reviewed
Q8N9W4	Golgin subfamily A member 6-like protein 2	GOLGA6L2	GOLGA6L2	283685;	ENST00000312015;	650	79,343	reviewed
Q14390	Gamma-glutamyltransferase light chain 2 (Gamma-glutamyltransferase-like protein 4)	GGTLC2 GGTL4	GGTLC2	91227;	ENST00000480559;	218	23,661	reviewed
Q14161	ARF GTPase-activating protein GIT2 (ARF GAP GIT2) (Cool-interacting tyrosine-phosphorylated protein 2) (CAT-2) (CAT2) (G protein-coupled receptor kinase-interactor 2) (GRK-interacting protein 2)	GIT2 KIAA0148	GIT2	9815;	ENST00000355312;ENST00000361006;ENST00000457474;ENST00000547815;ENST00000553118;	759	84,543	reviewed
Q9NS71	Gastrokine-1 (18 kDa antrum mucosa protein) (AMP-18) (Protein CA11)	GKN1 AMP18 CA11 UNQ489/PRO1005	GKN1	56287;	ENST00000377938;	199	21,999	reviewed
